seed,test_start,test_end,predicted_regime,realized_dominant_regime,forecast_correct,forecast_brier,vol_bucket,bucket,n_available_regime,n_hist_regime,prefer_stress,ranking,method,n_synth_series,n_train,n_draw,n_features,used_synth_fill,sharpe,calmar,max_drawdown,VaR_5%,CVaR_5%,ann_mu,ann_sd,n_obs,status,max_weight_used,hhi
42,2019-03-20,2019-06-11,0,2,0,0.17136565947541152,low,calm,553,504,True,stress,mixed,20,252,20,210,False,0.8092765335418459,1.7395930180307275,-0.06231985354986247,-0.013921540433808725,-0.021206617809762934,0.1084111821200382,0.13396061497739264,60,ok,0.9999999996374865,0.9999999992749731
42,2019-06-12,2019-09-03,2,3,0,0.39819147126570953,mid,calm,576,504,True,stress,regime,0,504,0,10,False,0.04148538547980822,0.09553684224689714,-0.06617642195572992,-0.014042534730071032,-0.027534750318458298,0.00632228638484867,0.15239791824824325,60,ok,0.999999963288203,0.9999999265764076
42,2019-06-12,2019-09-03,2,3,0,0.39819147126570953,mid,calm,576,504,True,stress,mixed,0,252,0,10,False,1.3794123693597677,3.638642501340747,-0.05232024719829764,-0.01535537098694012,-0.019898680493115672,0.19037467513637996,0.1380114310738995,60,ok,0.9999998631323372,0.9999997262646965
42,2019-06-12,2019-09-03,2,3,0,0.39819147126570953,mid,calm,576,504,True,stress,regime,1,504,1,20,False,-0.5489141864422162,-1.2489828622203047,-0.08072872186109259,-0.01574205767407383,-0.02977263715788647,-0.10082879009345432,0.183687710363209,60,ok,0.9999999982389605,0.9999999964779209
42,2019-06-12,2019-09-03,2,3,0,0.39819147126570953,mid,calm,576,504,True,stress,mixed,1,252,1,20,False,-0.8282586792769444,-1.5997802646459782,-0.07891029203254474,-0.014583325558779201,-0.025000203510860363,-0.12623912787111585,0.15241509812045734,60,ok,0.7256453449644878,0.6018316419013012
42,2019-06-12,2019-09-03,2,3,0,0.39819147126570953,mid,calm,576,504,True,stress,regime,5,504,5,60,False,-0.4969587350235222,-1.1398172094198888,-0.07824512235238568,-0.015517277817913167,-0.029529455510111487,-0.08918513701041401,0.17946185613618942,60,ok,0.8913342372167329,0.8062849700948767
42,2019-06-12,2019-09-03,2,3,0,0.39819147126570953,mid,calm,576,504,True,stress,mixed,5,252,5,60,False,0.01080613199265048,0.025204654960430863,-0.06589574479763716,-0.013860791772686152,-0.027773515078960222,0.0016608795109850517,0.15369787377339622,60,ok,0.8390960643205989,0.7170356730800032
42,2019-06-12,2019-09-03,2,3,0,0.39819147126570953,mid,calm,576,504,True,stress,regime,20,504,20,210,False,-0.0022145810711456915,-0.005124340164132515,-0.06645164494213274,-0.013996997296225729,-0.0276739055689246,-0.0003405208331496441,0.1537630920747819,60,ok,0.9378185831568226,0.8833702235096006
42,2019-06-12,2019-09-03,2,3,0,0.39819147126570953,mid,calm,576,504,True,stress,mixed,20,252,20,210,False,0.4500011496705934,1.2763147582247378,-0.048499163467595086,-0.010923107238027776,-0.024129599552608613,0.061900198095245655,0.13755564433681425,60,ok,0.6980321280774827,0.5784334474906969
42,2019-09-04,2019-11-26,3,0,0,0.26973198579375396,high,calm,249,249,True,stress,regime,0,249,0,10,False,0.7518367715772238,1.5246253225615085,-0.005964165589102732,-0.0013001133631427896,-0.0016590942019323572,0.009093117885096003,0.012094537310299696,60,ok,0.9999998187515374,0.9999996375031341
42,2019-09-04,2019-11-26,3,0,0,0.26973198579375396,high,calm,249,249,True,stress,mixed,0,252,0,10,False,0.7379531005078248,1.5243614636509935,-0.039046975288770436,-0.008763451244459953,-0.011920286045946896,0.05952170440233427,0.08065784175359413,60,ok,0.7885457724561585,0.6665173188794865
42,2019-09-04,2019-11-26,3,0,0,0.26973198579375396,high,calm,249,249,True,stress,regime,1,249,1,20,False,3.223980126548998,6.262204126897816,-0.06966207047937845,-0.01127391987078776,-0.017407228873571406,0.43623810524421025,0.13531042007729954,60,ok,0.9999999994963346,0.9999999989926691
42,2019-09-04,2019-11-26,3,0,0,0.26973198579375396,high,calm,249,249,True,stress,mixed,1,252,1,20,False,3.2239801281047775,6.262204130362211,-0.0696620703483617,-0.011273919840026396,-0.01740722884381922,0.43623810466509355,0.13531041983237563,60,ok,0.999999996974773,0.9999999939495461
