seed,test_start,test_end,predicted_regime,realized_dominant_regime,forecast_correct,forecast_brier,vol_bucket,bucket,n_available_regime,n_hist_regime,prefer_stress,ranking,method,n_synth_series,n_train,n_synth_rows,used_synth_fill,sharpe,calmar,max_drawdown,VaR_5%,CVaR_5%,ann_mu,ann_sd,n_obs,status,max_weight_used,hhi
42,2021-01-20,2021-04-13,0,2,0,1.9711605180350555,low,calm,2051,504,False,random,regime,5,609,105,False,0.9323218974885237,2.503554274007711,-0.04963841982134953,-0.015913797743650954,-0.018000524725797568,0.12427247809872871,0.13329353137955063,60,ok,0.2999999894870932,0.27999984029899605
42,2021-01-20,2021-04-13,0,2,0,1.9711605180350555,low,calm,2051,504,False,random,mixed,5,357,105,False,0.8944374390056012,2.660402105050643,-0.05698323210740619,-0.01981399137871912,-0.021197628380283013,0.1515983106511328,0.16949012199184504,60,ok,0.29999998549059526,0.27999995247859594
42,2021-04-14,2021-07-06,1,1,1,0.15479165044912888,low,calm,988,504,False,random,regime,0,504,0,False,1.5198200116063445,3.9357992400665034,-0.0490664681785703,-0.01009924909532508,-0.018811322520729624,0.19311576816996426,0.12706489366846424,60,ok,0.2999999841842644,0.2799999596750701
42,2021-04-14,2021-07-06,1,1,1,0.15479165044912888,low,calm,988,504,False,random,mixed,0,252,0,False,1.3516266888810877,3.3434464282651466,-0.04873470247679279,-0.01105701432133001,-0.017814492846132544,0.16294186692859744,0.12055241899927635,60,ok,0.2999999980099691,0.27999999021345384
42,2021-04-14,2021-07-06,1,1,1,0.15479165044912888,low,calm,988,504,False,random,regime,5,609,105,False,1.793620659863393,4.6188624655706265,-0.04985393481749112,-0.008156563727353947,-0.01868819302902177,0.23026846828951433,0.12838192235533918,60,ok,0.2999999641093876,0.2799999171429628
42,2021-04-14,2021-07-06,1,1,1,0.15479165044912888,low,calm,988,504,False,random,mixed,5,357,105,False,1.5198199999557152,3.9357991698381727,-0.049066469926171474,-0.010099249117716895,-0.018811323028979924,0.19311577160231536,0.1270648969009109,60,ok,0.2999999951382293,0.2799999669820973
42,2021-07-07,2021-09-28,0,1,0,0.03194771520783583,low,calm,789,504,False,random,regime,0,504,0,False,-0.043954520910656866,-0.12817080505603826,-0.04477043614367582,-0.010649721840452655,-0.018229856609114126,-0.005738262843244882,0.13055000314776785,60,ok,0.29999996982797805,0.2799998778923391
42,2021-07-07,2021-09-28,0,1,0,0.03194771520783583,low,calm,789,504,False,random,mixed,0,252,0,False,-0.021633016075731523,-0.06374021381226817,-0.044883422315821986,-0.012038703697078964,-0.017525394053474485,-0.002860878935036822,0.13224595798485217,60,ok,0.2999999869625679,0.27999994521930166
42,2021-07-07,2021-09-28,0,1,0,0.03194771520783583,low,calm,789,504,False,random,regime,5,609,105,False,-0.6562480546540803,-1.7840792594575547,-0.04409157214375781,-0.011918581110549144,-0.017000277894073077,-0.07866285937855477,0.11986756961895961,60,ok,0.2999999710085045,0.27576788079027303
42,2021-07-07,2021-09-28,0,1,0,0.03194771520783583,low,calm,789,504,False,random,mixed,5,357,105,False,-0.03519868100874857,-0.09933859876565895,-0.04659460003684979,-0.014186040482124084,-0.015847620685114874,-0.004628642277706979,0.13150044675130126,60,ok,0.29999999529049753,0.2799999792086594
