bucket,sharpe,calmar,max_drawdown,VaR_5%,CVaR_5%,ann_mu,ann_sd,n_obs,method,n_synth_series,predicted_regime,vol_bucket,test_start
VOL_SCALE_1.8x,-0.28630792237766906,-0.8638334416765839,-0.11658732804078975,-0.029502017138846752,-0.03941896080648493,-0.1007120328373523,0.35176125061779806,60,mixed,0,0,low,2021-07-07
NEG_SHOCK_-10%,-1.5610105022070444,-2.9546919090046537,-0.16108316670972922,-0.01900482157550522,-0.05437886130063254,-0.4759511293540847,0.3048993768338895,60,mixed,0,0,low,2021-07-07
CORR_INFLATE_1.3,-0.3006920915188504,-0.8833982318331662,-0.055617697773084895,-0.013975455381573963,-0.018684003734150953,-0.04913257587137462,0.163398297651252,60,mixed,0,0,low,2021-07-07
WHIPSAW,-1.3234884723626403,-2.072352739687332,-0.12945385874048798,-0.019444523764468317,-0.022384906525642036,-0.2682740588239471,0.20270222553962608,60,mixed,0,0,low,2021-07-07
SLOW_BLEED,-1.1311882869501724,-2.838038835141391,-0.07863761135275926,-0.01828733467375548,-0.021873669975092432,-0.22317659492188635,0.19729394080237417,60,mixed,0,0,low,2021-07-07
CRASH_2008,-1.537957433351474,-5.630284295735788,-0.9792214154920619,-0.37127119745464315,-0.5000476874178245,-5.513294957693126,3.5848163532580397,60,mixed,0,0,low,2021-07-07
BASE,-0.07442748609118853,-0.1314990984486586,-0.12257571178613724,-0.021339761361634055,-0.027523424663327228,-0.016118595591579663,0.2165677821205887,60,regime,0,1,low,2021-09-29
REGIME_VOL,-0.07442748609118863,-0.13115156659858335,-0.11452079920884917,-0.01988475351951691,-0.025646796427031188,-0.015019582224362373,0.2018015522647153,60,regime,0,1,low,2021-09-29
VOL_SCALE_1.8x,-0.07442748609118857,-0.13575174379050375,-0.21372448894371399,-0.0384115704509413,-0.049542164393989015,-0.02901347206484341,0.38982200781705967,60,regime,0,1,low,2021-09-29
NEG_SHOCK_-10%,-1.4287129918738348,-3.126534258108317,-0.13948946647891514,-0.02261540121016888,-0.05532814263075065,-0.4361185955915799,0.30525276810116125,60,regime,0,1,low,2021-09-29
CORR_INFLATE_1.3,0.011588064546323272,0.020614006518706537,-0.10277658683997126,-0.017608149045518516,-0.02310139131904856,0.002118637231089576,0.1828292570014886,60,regime,0,1,low,2021-09-29
WHIPSAW,-1.0457432022159283,-1.5603128409573903,-0.14640751461179624,-0.023418507981094242,-0.02932301247631053,-0.2284415250614424,0.21844896966805535,60,regime,0,1,low,2021-09-29
SLOW_BLEED,-0.8411323835068398,-1.2460066296174688,-0.14714533358114568,-0.022251181079965977,-0.028779620527952254,-0.18334406115938148,0.21797289553278812,60,regime,0,1,low,2021-09-29
CRASH_2008,-1.5713614128912972,-5.696338100196207,-0.9798259685088534,-0.3549242814211294,-0.496540723098118,-5.581419995978631,3.551964525913136,60,regime,0,1,low,2021-09-29
BASE,-0.07442811207922302,-0.1315001873575039,-0.12257577423638766,-0.021339771560899737,-0.027523434898747784,-0.016118737277576078,0.21656786430937436,60,mixed,0,1,low,2021-09-29
REGIME_VOL,-0.0744281120792228,-0.13115265235920714,-0.11452085779137022,-0.01988476302336659,-0.025646805964570602,-0.015019714249789779,0.20180162884962727,60,mixed,0,1,low,2021-09-29
VOL_SCALE_1.8x,-0.07442811207922317,-0.13575287123576674,-0.21372459260362786,-0.03841158880961953,-0.04954218281774602,-0.029013727099637,0.38982215575687384,60,mixed,0,1,low,2021-09-29
NEG_SHOCK_-10%,-1.4287131467547654,-3.1265342721032523,-0.13948951117180441,-0.0226154111943879,-0.055328151603142785,-0.436118737277576,0.30525283418032034,60,mixed,0,1,low,2021-09-29
CORR_INFLATE_1.3,0.011587464487463834,0.0206129362789956,-0.10277663566157325,-0.0176081568911075,-0.023101399192448992,0.002118528241861556,0.18282931905884459,60,mixed,0,1,low,2021-09-29
WHIPSAW,-1.045743493143473,-1.5603134423084724,-0.14640754899186204,-0.02341851749065858,-0.029323020655704055,-0.22844166674743857,0.21844904438348442,60,mixed,0,1,low,2021-09-29
SLOW_BLEED,-0.8411327201730668,-1.246007078087137,-0.14714539433182583,-0.022251191279231655,-0.028779630763372813,-0.1833442028453779,0.21797297673505558,60,mixed,0,1,low,2021-09-29
CRASH_2008,-1.5713614586287676,-5.6963382492165575,-0.9798259692750227,-0.3549242766716296,-0.49654072284707157,-5.581420146357,3.5519645182258506,60,mixed,0,1,low,2021-09-29
BASE,-3.989490277324185,-4.180858906812286,-0.05712478856737491,-0.008106905231343742,-0.0099652928593696,-0.23883068108167807,0.05986496130574998,60,regime,0,2,mid,2021-12-22
REGIME_VOL,-3.9894902773241863,-4.177253537821081,-0.05489047621418164,-0.007783103633312307,-0.009567264553791364,-0.22929143595837417,0.057473867591968056,60,regime,0,2,mid,2021-12-22
VOL_SCALE_1.8x,-3.9894902773241863,-4.253973100672941,-0.10105734469242766,-0.014592429416418733,-0.01793752714686529,-0.4298952259470207,0.10775693035034996,60,regime,0,2,mid,2021-12-22
NEG_SHOCK_-10%,-3.051034124219876,-4.343029977371747,-0.15169839593886014,-0.008571893702378193,-0.04146241046472073,-0.658830681081678,0.21593684444618771,60,regime,0,2,mid,2021-12-22
CORR_INFLATE_1.3,-4.82566870047304,-3.9664311157108014,-0.0659892755269259,-0.007598724888729436,-0.008604171260929995,-0.2617419157532122,0.054239512075819625,60,regime,0,2,mid,2021-12-22
WHIPSAW,-4.665306265441553,-3.553883544243848,-0.12694665003366945,-0.01355134257148016,-0.01932750700263835,-0.45115361055154063,0.09670396430208225,60,regime,0,2,mid,2021-12-22
SLOW_BLEED,-6.7390009816122305,-4.233840307510312,-0.0959072891646825,-0.008799211270806552,-0.010700106212338722,-0.4060561466494798,0.06025465017106073,60,regime,0,2,mid,2021-12-22
CRASH_2008,-1.6081279498762657,-5.8712459327699005,-0.9792882355807297,-0.37081916160760087,-0.49614230527916164,-5.749642070162771,3.5753635589787285,60,regime,0,2,mid,2021-12-22
BASE,-1.1376468588500293,-1.701254064488385,-0.12036781881327119,-0.016468801066422963,-0.02148603428320399,-0.2047762409896791,0.1799998298212449,60,mixed,0,2,mid,2021-12-22
REGIME_VOL,-1.137646858850029,-1.6981734503506751,-0.11576978767625534,-0.01581101317439827,-0.020627850791757593,-0.1965971797845516,0.17281037455092044,60,mixed,0,2,mid,2021-12-22
VOL_SCALE_1.8x,-1.13764685885003,-1.76484990650019,-0.20885472040643638,-0.02964384191956133,-0.03867486170976719,-0.36859723378142256,0.3239996936782409,60,mixed,0,2,mid,2021-12-22
NEG_SHOCK_-10%,-2.416844124115359,-3.161980603908096,-0.19759015606151342,-0.019600215123618453,-0.04585990946548193,-0.6247762409896792,0.2585091172225958,60,mixed,0,2,mid,2021-12-22
CORR_INFLATE_1.3,-1.489570116751065,-2.1563587681173417,-0.10923330388624042,-0.013939706846453827,-0.01942824331016831,-0.23554619260552062,0.15813031555659546,60,mixed,0,2,mid,2021-12-22
WHIPSAW,-2.0014614031003464,-2.326716087193253,-0.17926517668199637,-0.02251394704352692,-0.028210952367256154,-0.41709917045954176,0.20839730899303774,60,mixed,0,2,mid,2021-12-22
SLOW_BLEED,-2.064286178977051,-2.6405179330662913,-0.1408820981289437,-0.017991220973831705,-0.022568819476284033,-0.3720017065574808,0.18020839859608265,60,mixed,0,2,mid,2021-12-22
CRASH_2008,-1.6120904696674605,-5.861700621954385,-0.9801051748589006,-0.3627375836227772,-0.4974984926676336,-5.745083113051129,3.5637473337561603,60,mixed,0,2,mid,2021-12-22
BASE,-1.7515891352206827,-3.133863448632745,-0.011433597192580969,-0.0023595303998981145,-0.0027432130419194865,-0.035831332328219466,0.02045647098838911,60,regime,0,2,mid,2022-03-16
REGIME_VOL,-1.751589135220683,-3.131898063150684,-0.009145363947972052,-0.001886128301098543,-0.002192831147473406,-0.028642347635461758,0.01635220672446858,60,regime,0,2,mid,2022-03-16
VOL_SCALE_1.8x,-1.7515891352206827,-3.141739978742125,-0.020528878464543654,-0.004247154719816607,-0.004937783475455075,-0.06449639819079504,0.0368216477791004,60,regime,0,2,mid,2022-03-16
NEG_SHOCK_-10%,-2.2613258426390943,-4.1372746987288735,-0.11017671426755105,-0.0024902920208570278,-0.034866714783703075,-0.4558313323282195,0.20157702341394496,60,regime,0,2,mid,2022-03-16
CORR_INFLATE_1.3,-1.2294240742949119,-1.4760881864766746,-0.02776225762590756,-0.0034351465277932605,-0.004218700617933971,-0.040979540511524123,0.03333230686492481,60,regime,0,2,mid,2022-03-16
WHIPSAW,-3.121153207557896,-2.7344955388350063,-0.09074955810818575,-0.01398575601575291,-0.017492048043731476,-0.24815426179808212,0.07950723508130736,60,regime,0,2,mid,2022-03-16
SLOW_BLEED,-6.25054156596046,-4.026954200810464,-0.05042441204202275,-0.0037086171690544514,-0.004301615482701865,-0.20305679789602127,0.03248627270984631,60,regime,0,2,mid,2022-03-16
CRASH_2008,-1.5350549630783632,-5.63076576712217,-0.9787571140111997,-0.3706293906798899,-0.49758178432518535,-5.511152051901553,3.5901985169636004,60,regime,0,2,mid,2022-03-16
BASE,-0.8135957616198959,-1.169411369889253,-0.17351012112693387,-0.026699009702434183,-0.042081928387549455,-0.20290470843669794,0.24939253374760462,60,mixed,0,2,mid,2022-03-16
REGIME_VOL,-0.8135957616198951,-1.153433022364632,-0.1406194511833796,-0.021342279723643384,-0.033638861402246194,-0.16219511858170138,0.19935590404105077,60,mixed,0,2,mid,2022-03-16
VOL_SCALE_1.8x,-0.8135957616198961,-1.2359885464267906,-0.29549503208741057,-0.04805821746438153,-0.075747471097589,-0.36522847518605644,0.44890656074568835,60,mixed,0,2,mid,2022-03-16
NEG_SHOCK_-10%,-1.8655866554430993,-2.9434445579969903,-0.2116244067666705,-0.03267422143004425,-0.0681643603203077,-0.6229047084366978,0.3338921334044119,60,mixed,0,2,mid,2022-03-16
CORR_INFLATE_1.3,-0.7796375084342151,-1.110002891915819,-0.15270007255646412,-0.024313154591622525,-0.03617496727466734,-0.16949752213343053,0.21740555104107404,60,mixed,0,2,mid,2022-03-16
WHIPSAW,-1.5899650113118453,-1.8120010014151005,-0.22915419891174693,-0.026699009702434183,-0.042081928387549455,-0.4152276379065606,0.26115520464438735,60,mixed,0,2,mid,2022-03-16
SLOW_BLEED,-1.4353702135492716,-1.941321500220534,-0.1906588753910431,-0.027444505174349484,-0.043260677919892375,-0.3701301740044996,0.2578639089139732,60,mixed,0,2,mid,2022-03-16
CRASH_2008,-1.6847280733066432,-6.0085077170806285,-0.981153733476902,-0.3761922540571894,-0.49808921787132804,-5.895269779238436,3.499241137276056,60,mixed,0,2,mid,2022-03-16
BASE,-0.9438944139695216,-1.997868410940412,-0.012570567343667016,-0.0034350754686408047,-0.004642596293596151,-0.025114339403511456,0.026607149096151344,60,regime,0,2,mid,2022-06-08
REGIME_VOL,-0.943894413969522,-1.9962735222903587,-0.010188266532401236,-0.0027818574270752137,-0.003759754654054967,-0.020338566716669594,0.021547501940536243,60,regime,0,2,mid,2022-06-08
VOL_SCALE_1.8x,-0.9438944139695211,-2.004595655732381,-0.022551086947160237,-0.006183135843553449,-0.008356673328473072,-0.04520581092632061,0.047892868373072425,60,regime,0,2,mid,2022-06-08
NEG_SHOCK_-10%,-2.2633249530026442,-4.140752553310789,-0.10749600070828069,-0.004101775727799211,-0.03532717247474874,-0.44511433940351164,0.19666391200830435,60,regime,0,2,mid,2022-06-08
CORR_INFLATE_1.3,-1.1553221870847228,-2.082888643534122,-0.024877270257465778,-0.003918920939190063,-0.007696649792959066,-0.051816583701404656,0.044850332037815195,60,regime,0,2,mid,2022-06-08
WHIPSAW,-2.873887455713824,-2.5604977845243218,-0.09273090190057875,-0.01226546777987861,-0.017103985254417062,-0.2374372688733741,0.08261884730430365,60,regime,0,2,mid,2022-06-08
SLOW_BLEED,-4.752315293431056,-4.051770898988286,-0.04747055294250224,-0.004942080293713551,-0.00627071181908265,-0.1923398049713133,0.04047286282481663,60,regime,0,2,mid,2022-06-08
CRASH_2008,-1.5313605265934673,-5.61658264175486,-0.978836200845692,-0.37145263035555226,-0.49826593010067427,-5.497714414791187,3.5900849730147675,60,regime,0,2,mid,2022-06-08
BASE,-0.7477283646657155,-1.750516187064897,-0.09423916206140481,-0.023539436851676428,-0.033036434940179805,-0.16496717864392127,0.2206244759989447,60,mixed,0,2,mid,2022-06-08
REGIME_VOL,-0.7477283646657152,-1.7418319235591027,-0.07669903261330213,-0.019063149509467574,-0.026754187132543693,-0.1335968235119504,0.178670262925865,60,mixed,0,2,mid,2022-06-08
VOL_SCALE_1.8x,-0.7477283646657156,-1.7882404395733713,-0.1660520112328412,-0.04237098633301757,-0.05946558289232367,-0.2969409215590583,0.3971240567981004,60,mixed,0,2,mid,2022-06-08
NEG_SHOCK_-10%,-2.215938143504432,-3.201165429905412,-0.1827356915638083,-0.024688071305199392,-0.050329866922578674,-0.5849671786439212,0.2639817272691625,60,mixed,0,2,mid,2022-06-08
CORR_INFLATE_1.3,-0.8010833761619346,-1.7896200513314142,-0.08906677743738245,-0.02108474551276471,-0.030207858185629353,-0.15939569080941202,0.1989751573339241,60,mixed,0,2,mid,2022-06-08
WHIPSAW,-1.6016779418331573,-3.3533147702294177,-0.11251258350792148,-0.023378934716155406,-0.031884729446698436,-0.3772901081137839,0.23555928333630338,60,mixed,0,2,mid,2022-06-08
SLOW_BLEED,-1.4889196231580408,-3.3921422743792595,-0.09793004459770549,-0.025095831621056327,-0.03455005940368112,-0.332192644211723,0.22310985700298114,60,mixed,0,2,mid,2022-06-08
CRASH_2008,-1.589501305534682,-5.832529677824587,-0.9774341527176125,-0.3718257066961169,-0.4988024059766512,-5.700913703844805,3.5866052352357847,60,mixed,0,2,mid,2022-06-08
BASE,5.6614484123752105,34.02995232692851,-0.011512622449007082,-0.0053461355792893675,-0.006883077249482666,0.39177399309763794,0.06920031139756914,60,regime,5,0,low,2017-11-01
REGIME_VOL,5.66144841237521,34.04321963970877,-0.012848767669791927,-0.00596892976075799,-0.007684916334556276,0.4374134198823156,0.0772617514143881,60,regime,5,0,low,2017-11-01
VOL_SCALE_1.8x,5.661448412375209,34.12120444288004,-0.02066730055664545,-0.009623044042720859,-0.012389539049068797,0.705193187575748,0.12456056051562445,60,regime,5,0,low,2017-11-01
NEG_SHOCK_-10%,-0.13190310110394365,-0.26286894623390555,-0.10737672633741246,-0.006042882397012834,-0.03757759513026367,-0.02822600690236207,0.21399047229465154,60,regime,5,0,low,2017-11-01
CORR_INFLATE_1.3,5.725098113761958,32.87580114121126,-0.010562009187240262,-0.004932258020027958,-0.005814300097238427,0.3472345136913572,0.06065127737403781,60,regime,5,0,low,2017-11-01
WHIPSAW,1.7890354621137319,2.163091293413786,-0.08296046689021896,-0.013826216669472004,-0.016039251215467967,0.1794510636277753,0.10030604056095972,60,regime,5,0,low,2017-11-01
SLOW_BLEED,3.1723785978831347,13.087529005146614,-0.017157442588401017,-0.005872482748711768,-0.007489147929069552,0.22454852752983612,0.07078238633928274,60,regime,5,0,low,2017-11-01
CRASH_2008,-1.3902558186274026,-5.142867337020109,-0.9774935447385006,-0.36984824122974147,-0.49852215422035534,-5.027119623383639,3.6159673320748316,60,regime,5,0,low,2017-11-01
BASE,-0.09713943686306002,-0.146423667578567,-0.07235864712250106,-0.012516221046173665,-0.0178029127990156,-0.01059501849269993,0.10907020706364609,60,mixed,5,0,low,2017-11-01
REGIME_VOL,-0.0971394368630601,-0.146865342562822,-0.08054505760539932,-0.013974289126551125,-0.0198768501954731,-0.011829277476959202,0.12177626161900887,60,mixed,5,0,low,2017-11-01
VOL_SCALE_1.8x,-0.09713943686306002,-0.14949640346927212,-0.12756850896937988,-0.022529197883112598,-0.03204524303822808,-0.019071033286859874,0.19632637271456294,60,mixed,5,0,low,2017-11-01
NEG_SHOCK_-10%,-1.9302704714624055,-2.884771761854235,-0.14926484798087725,-0.01350740928847469,-0.045376547550636824,-0.4305950184926998,0.22307496532673676,60,mixed,5,0,low,2017-11-01
CORR_INFLATE_1.3,0.42332388676710925,0.7163336160387778,-0.05265687459941215,-0.010095173079351634,-0.01404745157585942,0.037719889391097376,0.08910408925695446,60,mixed,5,0,low,2017-11-01
WHIPSAW,-1.5601796204410359,-1.5290903392927326,-0.14578468141108736,-0.019234208709303126,-0.02149386003496377,-0.2229179479625625,0.1428796691367802,60,mixed,5,0,low,2017-11-01
SLOW_BLEED,-1.631039349835539,-1.8538405497510884,-0.09592005314824803,-0.01329669916913947,-0.018801306135973247,-0.17782048406050174,0.10902280443352379,60,mixed,5,0,low,2017-11-01
CRASH_2008,-1.4745903209025424,-5.451419220738671,-0.9800828353225723,-0.3752110035680311,-0.5019615725827319,-5.342842406393525,3.6232723968535,60,mixed,5,0,low,2017-11-01
BASE,-0.891097083006829,-1.5979635037221906,-0.09551430232015723,-0.018574324986872198,-0.02834480632148684,-0.152628369191099,0.17128141490047874,60,regime,5,0,low,2018-01-24
REGIME_VOL,-0.8910970830068285,-1.5707666562447804,-0.05061182779952489,-0.009674788315394662,-0.014763928228620077,-0.07949937151909633,0.08921516301101742,60,regime,5,0,low,2018-01-24
VOL_SCALE_1.8x,-0.8910970830068292,-1.644613027754614,-0.16704906255003216,-0.03343378497636995,-0.05102065137867632,-0.2747310645439783,0.3083065468208617,60,regime,5,0,low,2018-01-24
NEG_SHOCK_-10%,-2.2399412271951253,-3.087749820913821,-0.18545167270761242,-0.020239932294314176,-0.05324315282118681,-0.5726283691910988,0.25564437237853305,60,regime,5,0,low,2018-01-24
CORR_INFLATE_1.3,-0.9485781764952501,-1.6461896429082257,-0.08712085698515071,-0.016937260488090546,-0.02506059841054889,-0.14341745245024384,0.15119202191656367,60,regime,5,0,low,2018-01-24
WHIPSAW,-1.9338079577726446,-2.924528891542269,-0.12478977373634437,-0.025301411107260807,-0.029888104611721478,-0.3649512986609617,0.18872158282010165,60,regime,5,0,low,2018-01-24
SLOW_BLEED,-1.8212960767518318,-2.9981038424295647,-0.10668537568055081,-0.020123389920023525,-0.029713493384236404,-0.319853834758901,0.1756188018201524,60,regime,5,0,low,2018-01-24
CRASH_2008,-1.5502106094637265,-5.7149116477424515,-0.9789045439227209,-0.36579130649235636,-0.4926566197455992,-5.59435298009197,3.608769638099212,60,regime,5,0,low,2018-01-24
BASE,-0.739753974911131,-1.448478549396068,-0.09648654454125516,-0.022642278455482844,-0.030577003087115275,-0.13975869007335637,0.18892590619759228,60,mixed,5,0,low,2018-01-24
REGIME_VOL,-0.7397539749111317,-1.4243159138539965,-0.05110941690842408,-0.011793658783823506,-0.015926610113481426,-0.07279595585046694,0.09840562987067705,60,mixed,5,0,low,2018-01-24
VOL_SCALE_1.8x,-0.7397539749111312,-1.489969499952669,-0.16883945754596508,-0.040756101219869126,-0.05503860555680751,-0.25156564213204147,0.3400666311556661,60,mixed,5,0,low,2018-01-24
NEG_SHOCK_-10%,-2.0214165826546973,-2.995693074880717,-0.1868544861177559,-0.023798837255314027,-0.05621403131215605,-0.5597586900733564,0.27691406851834244,60,mixed,5,0,low,2018-01-24
CORR_INFLATE_1.3,-0.8103618002301282,-1.5196444011181027,-0.08786114645275667,-0.019368292288053163,-0.026810482957145814,-0.1335176992827493,0.16476307156239683,60,mixed,5,0,low,2018-01-24
WHIPSAW,-1.7271637453438495,-2.7994082735328583,-0.12577001463916204,-0.02341257591172118,-0.029632217779802184,-0.3520816195432189,0.20384958895320338,60,mixed,5,0,low,2018-01-24
SLOW_BLEED,-1.58398996843907,-2.761325728462325,-0.1111727430331465,-0.024177285413351516,-0.032020781495906266,-0.3069841556411581,0.19380435593520404,60,mixed,5,0,low,2018-01-24
CRASH_2008,-1.5531823927678325,-5.708693499278324,-0.9792005692302401,-0.36294288706999533,-0.49310124132185473,-5.589955924054306,3.5990337967280097,60,mixed,5,0,low,2018-01-24
BASE,3.0453368510703753,8.039556905200447,-0.0385749702981647,-0.009242321593119131,-0.01454198817428417,0.31012566882851217,0.10183624472265168,60,regime,5,3,high,2018-04-18
REGIME_VOL,3.0453368510703744,8.096304422495185,-0.06366922941049347,-0.015362425334402026,-0.024171438451948943,0.5154854636530388,0.16927042519840005,60,regime,5,3,high,2018-04-18
VOL_SCALE_1.8x,3.0453368510703744,8.108226554780943,-0.06884689273539957,-0.016636178867614437,-0.0261755787137115,0.5582262038913219,0.18330524050077307,60,regime,5,3,high,2018-04-18
NEG_SHOCK_-10%,-0.47213772612254973,-0.8891386625859397,-0.12357389886964665,-0.010748646410080623,-0.044970689984327905,-0.10987433117148777,0.23271669492254982,60,regime,5,3,high,2018-04-18
CORR_INFLATE_1.3,2.9166763692956064,7.777067758568218,-0.03254381333702927,-0.007615114102273283,-0.012400270521741107,0.2530954414442727,0.0867752912557099,60,regime,5,3,high,2018-04-18
WHIPSAW,0.7705823939547476,1.2490060533349883,-0.07830445584911705,-0.01655461289071405,-0.01793778311720359,0.09780273935864953,0.12692054753121312,60,regime,5,3,high,2018-04-18
SLOW_BLEED,1.3912332998424222,3.2878312381683816,-0.04346336320483368,-0.009953944398109045,-0.015676929217024297,0.1429002032607104,0.10271476629900678,60,regime,5,3,high,2018-04-18
CRASH_2008,-1.4387833936587626,-5.2980168971202595,-0.9780335649888333,-0.37572582323252024,-0.4952821672766072,-5.181638353261604,3.601402668462087,60,regime,5,3,high,2018-04-18
BASE,1.7601135277497044,4.946306056859122,-0.03180421726181171,-0.008921706485852793,-0.01145748610468386,0.15731339247576268,0.0893768441612326,60,mixed,5,3,high,2018-04-18
REGIME_VOL,1.7601135277497046,4.977318824951154,-0.05253502523702491,-0.014829504509603266,-0.019044433049613504,0.26148357008152806,0.1485606274589761,60,mixed,5,3,high,2018-04-18
VOL_SCALE_1.8x,1.760113527749705,4.983821652811312,-0.0568166612255564,-0.016059071674535023,-0.020623474988430947,0.2831641064563729,0.16087831949021866,60,mixed,5,3,high,2018-04-18
NEG_SHOCK_-10%,-1.1843737016626403,-2.0960468598848383,-0.12532477806277187,-0.010194284137269805,-0.04115875008783057,-0.2626866075242372,0.22179368484412826,60,mixed,5,3,high,2018-04-18
CORR_INFLATE_1.3,1.7222179936905972,4.738841883011717,-0.028603515353290643,-0.007336177960397949,-0.010017958639836075,0.1355475365575424,0.0787052144700179,60,mixed,5,3,high,2018-04-18
WHIPSAW,-0.4579949598613385,-0.581921167048535,-0.09453090918329132,-0.013669523219217307,-0.019299982268437803,-0.05500953699409996,0.1201094811409159,60,mixed,5,3,high,2018-04-18
SLOW_BLEED,-0.10778226057209465,-0.21910122982706023,-0.04523969628040392,-0.010128882201821102,-0.012445776631852727,-0.00991207309203918,0.09196386343566322,60,mixed,5,3,high,2018-04-18
CRASH_2008,-1.4825863117819298,-5.44917810866968,-0.978588596080371,-0.3756925055643418,-0.49599822848536973,-5.332503555154953,3.5967575801679863,60,mixed,5,3,high,2018-04-18
BASE,-0.40626605453724846,-1.017159641889397,-0.047194317905651206,-0.012135832143959937,-0.01500612691783766,-0.04800415550012654,0.11815940555212026,60,regime,5,0,low,2018-07-11
REGIME_VOL,-0.40626605453724873,-1.0181892424377776,-0.05153824483903191,-0.013266270721665429,-0.016403930098422295,-0.0524756864692266,0.12916581605371447,60,regime,5,0,low,2018-07-11
VOL_SCALE_1.8x,-0.40626605453724846,-1.026163272010457,-0.08420441683801294,-0.021844497859127888,-0.027011028452107785,-0.08640747990022778,0.21268692999381647,60,regime,5,0,low,2018-07-11
NEG_SHOCK_-10%,-1.951977972797369,-3.828184921804176,-0.12225223312346212,-0.01242973841858309,-0.0451555435111369,-0.4680041555001267,0.23975893274524637,60,regime,5,0,low,2018-07-11
CORR_INFLATE_1.3,-0.3608323498306499,-0.9058609040580603,-0.03826710890660512,-0.010011545667121853,-0.01213923376227972,-0.034664677869825564,0.09606865317395961,60,regime,5,0,low,2018-07-11
WHIPSAW,-1.833951996392283,-2.2954681971782303,-0.11340914471827745,-0.015246816903252754,-0.01978872623037757,-0.26032708496998935,0.14194869085019676,60,regime,5,0,low,2018-07-11
SLOW_BLEED,-1.774584689243684,-2.9625055742730257,-0.07265121218235815,-0.012822594590003865,-0.016328870962882214,-0.21522962106792837,0.12128450243738878,60,regime,5,0,low,2018-07-11
CRASH_2008,-1.5218129462071528,-5.593995627722132,-0.9790437093649488,-0.36872072312863785,-0.5012663616190797,-5.476766229536381,3.5988432370655294,60,regime,5,0,low,2018-07-11
BASE,2.731493444322206,12.227810864784562,-0.014875338091317913,-0.0066398871469210835,-0.007335826107640376,0.18189282073036084,0.06659097831936983,60,mixed,5,0,low,2018-07-11
REGIME_VOL,2.731493444322205,12.23285069567909,-0.01625425906842526,-0.007258384872783765,-0.008019149734157667,0.1988359243529341,0.07279385010652054,60,mixed,5,0,low,2018-07-11
VOL_SCALE_1.8x,2.7314934443222065,12.271196268275446,-0.02668094211491756,-0.011951796864457952,-0.013204486993752679,0.3274070773146496,0.11986376097486569,60,mixed,5,0,low,2018-07-11
NEG_SHOCK_-10%,-1.1298948328417595,-2.311267366085365,-0.10302017964841759,-0.007101758530424346,-0.037537578129878964,-0.23810717926963923,0.21073393058253403,60,mixed,5,0,low,2018-07-11
CORR_INFLATE_1.3,2.3797729262666887,10.167778199469529,-0.013983305616088071,-0.006433275064246551,-0.006697333062904975,0.14217914999978012,0.05974483885856548,60,mixed,5,0,low,2018-07-11
WHIPSAW,-0.297682797678065,-0.32399282041837524,-0.09392216994255331,-0.01324438167526586,-0.018092477440704406,-0.030430108739501794,0.10222326912020976,60,mixed,5,0,low,2018-07-11
SLOW_BLEED,0.1911834044035052,0.5135205865727805,-0.028562350850330098,-0.0077842233408227796,-0.008600024703338364,0.01466735516255907,0.07671876755370802,60,mixed,5,0,low,2018-07-11
CRASH_2008,-1.4689606812246891,-5.401963364024439,-0.9780132849654829,-0.3685367480466768,-0.4984899662495587,-5.2831919349127325,3.596550950913183,60,mixed,5,0,low,2018-07-11
BASE,-4.455166278856295,-4.538399801577507,-0.1989382277531916,-0.026589464860942234,-0.03046366792231568,-0.9028612133612655,0.20265488577747162,60,regime,5,0,low,2018-10-03
REGIME_VOL,-4.455166278856294,-4.341458490045284,-0.0993001070536097,-0.012696206287710444,-0.014546099902528137,-0.43110729283029936,0.09676570207408082,60,regime,5,0,low,2018-10-03
VOL_SCALE_1.8x,-4.455166278856296,-4.860026533877705,-0.33439121632811497,-0.04786103674969603,-0.05483460226016822,-1.6251501840502784,0.364778794399449,60,regime,5,0,low,2018-10-03
NEG_SHOCK_-10%,-4.093291185825084,-4.699158929695689,-0.2815102091996987,-0.026589464860942234,-0.06379700125564902,-1.3228612133612658,0.3231778911654967,60,regime,5,0,low,2018-10-03
CORR_INFLATE_1.3,-4.483096400482651,-4.499636472244605,-0.1765615793906371,-0.023201668601812196,-0.026204734631887456,-0.794462922223222,0.17721299103398488,60,regime,5,0,low,2018-10-03
WHIPSAW,-5.83615700384058,-4.682378422705369,-0.23816617158140774,-0.025662088619465135,-0.028556116798313807,-1.1151841428311282,0.19108192978654664,60,regime,5,0,low,2018-10-03
SLOW_BLEED,-5.111774674967689,-4.632187031195451,-0.2310111124016737,-0.02730571848740801,-0.03198122835972405,-1.0700866789290675,0.2093376071854794,60,regime,5,0,low,2018-10-03
CRASH_2008,-1.7693461152803396,-6.476460237045318,-0.9804085204289106,-0.3720873848819545,-0.49991306316986384,-6.349576798618272,3.588657269362037,60,regime,5,0,low,2018-10-03
BASE,-4.236714325586902,-4.518241400086653,-0.20136210407251864,-0.025931404896392212,-0.032913361675362095,-0.9098025950290111,0.2147424926751412,60,mixed,5,0,low,2018-10-03
REGIME_VOL,-4.236714325586902,-4.324135643301298,-0.10046440946957969,-0.012381989168136775,-0.015715804422459224,-0.43442173387062594,0.10253741472419114,60,mixed,5,0,low,2018-10-03
