date,method,n_synth_series,prefer_stress,ranking,port_ret,predicted_regime,vol_bucket,bucket
2017-12-14,regime,1,True,stress,-0.006008500908751715,0,low,calm
2017-12-15,regime,1,True,stress,0.009186635710070964,0,low,calm
2017-12-18,regime,1,True,stress,0.008637136725672857,0,low,calm
2017-12-19,regime,1,True,stress,-0.0037977096478890664,0,low,calm
2017-12-20,regime,1,True,stress,0.0002134236057653538,0,low,calm
2017-12-21,regime,1,True,stress,0.002030770588202562,0,low,calm
2017-12-22,regime,1,True,stress,0.0013584462284035774,0,low,calm
2017-12-25,regime,1,True,stress,1.4125872632101038e-13,0,low,calm
2017-12-26,regime,1,True,stress,0.0011806115700906772,0,low,calm
2017-12-27,regime,1,True,stress,0.0004541093268911931,0,low,calm
2017-12-28,regime,1,True,stress,0.0037483619191036764,0,low,calm
2017-12-29,regime,1,True,stress,-0.005047226569329252,0,low,calm
2018-01-01,regime,1,True,stress,-2.1913184527986262e-13,0,low,calm
2018-01-02,regime,1,True,stress,0.006839524087212574,0,low,calm
2018-01-03,regime,1,True,stress,0.005577155495268512,0,low,calm
2018-01-04,regime,1,True,stress,0.0026138206651392447,0,low,calm
2018-01-05,regime,1,True,stress,0.004636282881039547,0,low,calm
2018-01-08,regime,1,True,stress,0.003673219991193997,0,low,calm
2018-01-09,regime,1,True,stress,-0.0004082334268253809,0,low,calm
2018-01-10,regime,1,True,stress,-0.00322421167645936,0,low,calm
2018-01-11,regime,1,True,stress,0.010278969789456527,0,low,calm
2018-01-12,regime,1,True,stress,0.004831055354881725,0,low,calm
2018-01-15,regime,1,True,stress,3.4881482104048606e-12,0,low,calm
2018-01-16,regime,1,True,stress,-0.007944600205961161,0,low,calm
2018-01-17,regime,1,True,stress,0.008350820081828223,0,low,calm
2018-01-18,regime,1,True,stress,-0.0031357059936106785,0,low,calm
2018-01-19,regime,1,True,stress,0.00790297727706044,0,low,calm
2018-01-22,regime,1,True,stress,0.007073112301548331,0,low,calm
2018-01-23,regime,1,True,stress,0.0034907310283745024,0,low,calm
2017-11-01,mixed,1,True,stress,0.004268899155083953,0,low,calm
2017-11-02,mixed,1,True,stress,0.006735173879732158,0,low,calm
2017-11-03,mixed,1,True,stress,-0.0019430848121390497,0,low,calm
2017-11-06,mixed,1,True,stress,0.006111686082539548,0,low,calm
2017-11-07,mixed,1,True,stress,0.009013863570695231,0,low,calm
2017-11-08,mixed,1,True,stress,0.0040458966121089835,0,low,calm
2017-11-09,mixed,1,True,stress,0.001619896463631836,0,low,calm
2017-11-10,mixed,1,True,stress,0.0014965843799148867,0,low,calm
2017-11-13,mixed,1,True,stress,0.005069535319389121,0,low,calm
2017-11-14,mixed,1,True,stress,-0.0018545163803590646,0,low,calm
2017-11-15,mixed,1,True,stress,-0.009706249727466613,0,low,calm
2017-11-16,mixed,1,True,stress,0.007892864074945577,0,low,calm
2017-11-17,mixed,1,True,stress,-0.003442133573236534,0,low,calm
2017-11-20,mixed,1,True,stress,-0.0030514560238889096,0,low,calm
2017-11-21,mixed,1,True,stress,0.0073652926503248945,0,low,calm
2017-11-22,mixed,1,True,stress,-0.00231689323753065,0,low,calm
2017-11-23,mixed,1,True,stress,3.3467326955481634e-13,0,low,calm
2017-11-24,mixed,1,True,stress,0.0015187188105301383,0,low,calm
2017-11-27,mixed,1,True,stress,-0.005367630500799754,0,low,calm
2017-11-28,mixed,1,True,stress,-0.004226931235939182,0,low,calm
2017-11-29,mixed,1,True,stress,0.001887510817130348,0,low,calm
2017-11-30,mixed,1,True,stress,0.001989068196159814,0,low,calm
2017-12-01,mixed,1,True,stress,0.002178789829455419,0,low,calm
2017-12-04,mixed,1,True,stress,-0.0032288713833718394,0,low,calm
2017-12-05,mixed,1,True,stress,-0.009031351168065704,0,low,calm
2017-12-06,mixed,1,True,stress,-0.0016140471221696925,0,low,calm
2017-12-07,mixed,1,True,stress,0.0023270055187434593,0,low,calm
2017-12-08,mixed,1,True,stress,0.006101335906875988,0,low,calm
2017-12-11,mixed,1,True,stress,-0.0005181808368282624,0,low,calm
2017-12-12,mixed,1,True,stress,0.005241200454667854,0,low,calm
2017-12-13,mixed,1,True,stress,0.0014747123145834391,0,low,calm
2017-12-14,mixed,1,True,stress,-0.00097364718389712,0,low,calm
2017-12-15,mixed,1,True,stress,0.006967153673917689,0,low,calm
2017-12-18,mixed,1,True,stress,0.006830961696025029,0,low,calm
2017-12-19,mixed,1,True,stress,-0.021458136155856553,0,low,calm
2017-12-20,mixed,1,True,stress,-0.012478485219218897,0,low,calm
2017-12-21,mixed,1,True,stress,-0.003568051892128704,0,low,calm
2017-12-22,mixed,1,True,stress,0.006971889590911151,0,low,calm
2017-12-25,mixed,1,True,stress,5.304622628386779e-13,0,low,calm
2017-12-26,mixed,1,True,stress,0.005735542271685615,0,low,calm
2017-12-27,mixed,1,True,stress,0.003177292926591211,0,low,calm
2017-12-28,mixed,1,True,stress,0.005644165764899538,0,low,calm
2017-12-29,mixed,1,True,stress,-0.0008398543331988871,0,low,calm
2018-01-01,mixed,1,True,stress,-9.44448448637476e-13,0,low,calm
2018-01-02,mixed,1,True,stress,-0.003038948545996063,0,low,calm
2018-01-03,mixed,1,True,stress,-0.0020834852734033346,0,low,calm
2018-01-04,mixed,1,True,stress,-0.01871740268994582,0,low,calm
2018-01-05,mixed,1,True,stress,0.0009272291078425541,0,low,calm
2018-01-08,mixed,1,True,stress,0.004425071512130744,0,low,calm
2018-01-09,mixed,1,True,stress,-0.013233198952413103,0,low,calm
2018-01-10,mixed,1,True,stress,-0.010990569861617635,0,low,calm
2018-01-11,mixed,1,True,stress,-0.0022951067625917618,0,low,calm
2018-01-12,mixed,1,True,stress,-0.008423473942380027,0,low,calm
2018-01-15,mixed,1,True,stress,1.33644766319247e-11,0,low,calm
2018-01-16,mixed,1,True,stress,0.0006055694867927351,0,low,calm
2018-01-17,mixed,1,True,stress,0.007765351660714081,0,low,calm
2018-01-18,mixed,1,True,stress,-0.012366041472178655,0,low,calm
2018-01-19,mixed,1,True,stress,0.005249860827849955,0,low,calm
2018-01-22,mixed,1,True,stress,0.010214861313927999,0,low,calm
