bucket,sharpe,calmar,max_drawdown,VaR_5%,CVaR_5%,ann_mu,ann_sd,n_obs,method,n_synth_series,predicted_regime,vol_bucket,used_synth_fill,test_start
SLOW_BLEED,-0.8361953993321757,-1.3869796166855375,-0.03219069175827838,-0.004942271144266708,-0.008264108942308687,-0.04464783331573924,0.05339401933016741,60,mixed,0,3,high,False,2019-09-04
CRASH_2008,-1.482983327526424,-5.453022985994294,-0.9784914967252396,-0.3717213299674687,-0.49729734925139385,-5.335736623242692,3.597974787850486,60,mixed,0,3,high,False,2019-09-04
BASE,2.5487271983015853,5.992365562623527,-0.03778030288086398,-0.008833065545859803,-0.01357687191048036,0.22639338592877573,0.0888260564251989,60,regime,0,0,low,False,2019-11-27
REGIME_VOL,2.548727198301586,5.995759312139542,-0.039843507559054414,-0.009320720238372411,-0.014326422025603377,0.23889208147550275,0.09372995338014012,60,regime,0,0,low,False,2019-11-27
VOL_SCALE_1.8x,2.5487271983015862,6.042013514776566,-0.06744574365402856,-0.015899517982547646,-0.024438369438864644,0.40750809467179633,0.15988690156535798,60,regime,0,0,low,False,2019-11-27
NEG_SHOCK_-10%,-0.9170127797208554,-1.7484364984711054,-0.11073128148521305,-0.009516467517242945,-0.04169149243686552,-0.19360661407122426,0.21112749827778776,60,regime,0,0,low,False,2019-11-27
CORR_INFLATE_1.3,2.7285151700533326,6.276557124821414,-0.033935094440699864,-0.007877869289899335,-0.011989577973939798,0.2129955587932623,0.07806280908055169,60,regime,0,0,low,False,2019-11-27
WHIPSAW,0.11681639298501463,0.1413125770933491,-0.09956973928526103,-0.016140870940217,-0.017842766104590384,0.01407045645891312,0.12044933163377249,60,regime,0,0,low,False,2019-11-27
SLOW_BLEED,0.6380729057003108,1.1671429514808604,-0.05069466451037741,-0.010379334869919566,-0.014727351834137627,0.059167920360973916,0.09272909072362935,60,regime,0,0,low,False,2019-11-27
CRASH_2008,-1.47342380611983,-5.401611695096243,-0.978277484011926,-0.3708977598160593,-0.49554393331098007,-5.2842750986881475,3.5863918288411245,60,regime,0,0,low,False,2019-11-27
BASE,2.922854414996184,7.880531858070791,-0.031557644961912046,-0.009044237848642715,-0.013398835994236342,0.24869102648803507,0.08508498583168732,60,mixed,0,0,low,False,2019-11-27
REGIME_VOL,2.922854414996184,7.883244792186385,-0.03328841537821292,-0.009543550913194582,-0.014138557126483436,0.2624207271704342,0.08978234626536362,60,mixed,0,0,low,False,2019-11-27
VOL_SCALE_1.8x,2.922854414996185,7.920341388622697,-0.0565182516401993,-0.016279628127556886,-0.024117904789625416,0.44764384767846316,0.15315297449703716,60,mixed,0,0,low,False,2019-11-27
NEG_SHOCK_-10%,-0.8131795378548342,-1.5453956006408465,-0.11085121081031046,-0.010613992227375874,-0.041247414891290086,-0.17130897351196483,0.21066562245759102,60,mixed,0,0,low,False,2019-11-27
CORR_INFLATE_1.3,3.065909404893793,7.8996373485738465,-0.02913394372897915,-0.0077266986284692755,-0.011968779452225594,0.2301475899926925,0.07506666362200129,60,mixed,0,0,low,False,2019-11-27
WHIPSAW,0.31389765882547366,0.4023631407517094,-0.09038625394520072,-0.016047377321188036,-0.017307697785937364,0.03636809701817255,0.11585972687484467,60,mixed,0,0,low,False,2019-11-27
SLOW_BLEED,0.9062965087626536,1.8299287405551434,-0.04451843348584117,-0.010594418221175371,-0.014547867381422165,0.08146556092023326,0.08988841966461548,60,mixed,0,0,low,False,2019-11-27
CRASH_2008,-1.4690771627808528,-5.386267361048571,-0.9780114894837677,-0.3704066949327052,-0.49537250172995256,-5.2678313645369155,3.585809852605228,60,mixed,0,0,low,False,2019-11-27
BASE,-1.2274460273962378,-2.125279695144539,-0.3939638614109108,-0.08145254600017404,-0.10975775544618378,-0.837283395277346,0.6821345921445217,60,regime,0,0,low,False,2020-02-19
REGIME_VOL,-1.2274460273962373,-1.8598904973321149,-0.08146216961765762,-0.014739255031233581,-0.019861227532084913,-0.15151071516393833,0.12343574526477202,60,regime,0,0,low,False,2020-02-19
VOL_SCALE_1.8x,-1.2274460273962378,-2.4396319582212778,-0.6177612596114901,-0.14661458280031328,-0.19756395980313082,-1.5071101114992227,1.227842265860139,60,regime,0,0,low,False,2020-02-19
NEG_SHOCK_-10%,-1.7580498066018024,-2.7625114693991026,-0.45512332137061795,-0.08311380849559045,-0.11872573998404361,-1.257283395277346,0.7151580066480564,60,regime,0,0,low,False,2020-02-19
CORR_INFLATE_1.3,-1.2646696188506181,-2.0974265293937076,-0.3662978323353615,-0.0746352941890124,-0.0993015322030405,-0.7682827911995954,0.6074968353377866,60,regime,0,0,low,False,2020-02-19
WHIPSAW,-1.5340899007847733,-2.5127074645642193,-0.4177192687765754,-0.07826415529818684,-0.11574445042969654,-1.0496063247472085,0.6841882761957274,60,regime,0,0,low,False,2020-02-19
SLOW_BLEED,-1.4616928778295835,-2.484761532998472,-0.4042677124162344,-0.08318183787959138,-0.10979696676024785,-1.0045088608451478,0.6872229290305553,60,regime,0,0,low,False,2020-02-19
CRASH_2008,-1.6656944566188865,-6.234858196234588,-0.9817316760537076,-0.37338686834041346,-0.5134002240428418,-6.120957786946578,3.674718230960087,60,regime,0,0,low,False,2020-02-19
BASE,-1.227446048836323,-2.1252796967475844,-0.39396385328810035,-0.08145254336424698,-0.1097577518732184,-0.8372833786456437,0.6821345666796745,60,mixed,0,0,low,False,2020-02-19
REGIME_VOL,-1.2274460488363224,-1.859890502284216,-0.08146216778260307,-0.014739254554249093,-0.01986122688553854,-0.1515107121543467,0.12343574065677762,60,mixed,0,0,low,False,2020-02-19
VOL_SCALE_1.8x,-1.227446048836323,-2.4396319533360358,-0.6177612485773869,-0.1466145780556446,-0.19756395337179314,-1.5071100815621588,1.2278422200234143,60,mixed,0,0,low,False,2020-02-19
NEG_SHOCK_-10%,-1.758049843506928,-2.7625114773262047,-0.4551233140441283,-0.08311380548021707,-0.11872573730138679,-1.2572833786456432,0.7151579821750877,60,mixed,0,0,low,False,2020-02-19
CORR_INFLATE_1.3,-1.2646696381648714,-2.0974265308886584,-0.36629782597460736,-0.07463529216137622,-0.09930152945460559,-0.7682827784059781,0.6074968159438169,60,mixed,0,0,low,False,2020-02-19
WHIPSAW,-1.534089931972136,-2.5127074715697373,-0.41771926099292267,-0.07826415266225979,-0.11574444685673117,-1.0496063081155058,0.6841882514450724,60,mixed,0,0,low,False,2020-02-19
SLOW_BLEED,-1.4616929078336072,-2.484761541057231,-0.40426770441160365,-0.08318183524366432,-0.10979696318728248,-1.0045088442134453,0.6872229035456157,60,mixed,0,0,low,False,2020-02-19
CRASH_2008,-1.6656944548603152,-6.234858183522979,-0.9817316759700055,-0.3733868684363653,-0.5134002231327605,-6.120957773945318,3.6747182270343934,60,mixed,0,0,low,False,2020-02-19
BASE,4.1564344925744905,13.087612798502121,-0.021064120329437164,-0.005102141877742726,-0.011179143733591995,0.27567905081273053,0.06632585002969102,60,regime,0,1,low,False,2020-05-13
REGIME_VOL,4.15643449257449,13.146955599171509,-0.06107285205400881,-0.01486011478788016,-0.032559533445370215,0.8029220742688243,0.19317568355840864,60,regime,0,1,low,False,2020-05-13
VOL_SCALE_1.8x,4.156434492574491,13.112384366167447,-0.037843787796769224,-0.009183855379936903,-0.02012245872046559,0.4962222914629152,0.11938653005344385,60,regime,0,1,low,False,2020-05-13
NEG_SHOCK_-10%,-0.7148139049387037,-1.497599963405362,-0.09636815752792949,-0.006933855745249118,-0.03989976910556468,-0.14432094918726937,0.20190003046967184,60,regime,0,1,low,False,2020-05-13
CORR_INFLATE_1.3,4.1118390299230985,12.33862075878178,-0.02702914927101885,-0.006758778067400136,-0.012998053175729983,0.33350242228760457,0.08110784976274764,60,regime,0,1,low,False,2020-05-13
WHIPSAW,0.5427455021906943,0.6226303810565719,-0.10175558930381123,-0.008896653919642283,-0.023259652076357423,0.06335612134286801,0.11673265109916611,60,regime,0,1,low,False,2020-05-13
SLOW_BLEED,1.497738915584601,4.510074651415522,-0.02404696011204377,-0.0067294661487953345,-0.012391700474679914,0.10845358524492876,0.07241154257021953,60,regime,0,1,low,False,2020-05-13
CRASH_2008,-1.429710027149059,-5.269892542895575,-0.9783795403559107,-0.3714546304788644,-0.4980059972449815,-5.155955043843214,3.606294245641227,60,regime,0,1,low,False,2020-05-13
BASE,3.8147724675197834,11.553684453357025,-0.025809406045499528,-0.006437933726398487,-0.012968198397779023,0.2981937333782667,0.07816815705712081,60,mixed,0,1,low,False,2020-05-13
REGIME_VOL,3.8147724675197834,11.640295503456615,-0.07461121974998919,-0.01875064168411011,-0.03777019953593638,0.8684966457632125,0.22766669654818897,60,mixed,0,1,low,False,2020-05-13
VOL_SCALE_1.8x,3.8147724675197856,11.589795271855518,-0.04631218304470941,-0.011588280707517273,-0.023342757116002238,0.5367487200808804,0.14070268270281747,60,mixed,0,1,low,False,2020-05-13
NEG_SHOCK_-10%,-0.5943751211785364,-1.2570696674922284,-0.09689698969885152,-0.007882054463439724,-0.041163539102563665,-0.12180626662173316,0.20493163707830464,60,mixed,0,1,low,False,2020-05-13
CORR_INFLATE_1.3,3.88739552666664,11.439447438414565,-0.030667688344665378,-0.007786310258673797,-0.014374249071258465,0.35082140887647856,0.0902458745115912,60,mixed,0,1,low,False,2020-05-13
WHIPSAW,0.6802843789620256,0.8168157458864757,-0.10512873232531783,-0.009730688772648202,-0.02430206107608072,0.08587080390840413,0.1262278049650726,60,mixed,0,1,low,False,2020-05-13
SLOW_BLEED,1.5698743975409515,4.752051778218625,-0.02756036211784718,-0.008065257997451095,-0.01418075513886694,0.13096826781046494,0.08342595306708195,60,mixed,0,1,low,False,2020-05-13
CRASH_2008,-1.4193958460265934,-5.236943383184586,-0.9783834478160106,-0.3715833868609513,-0.49802341536550293,-5.123738723257379,3.6098025350719407,60,mixed,0,1,low,False,2020-05-13
BASE,0.5369643361339278,0.957818960288895,-0.06937304915198395,-0.015171216945028486,-0.018500473656624185,0.06644682181082368,0.1237453166614975,60,regime,0,0,low,False,2020-08-05
REGIME_VOL,0.5369643361339278,0.9571444472436409,-0.06728030669587826,-0.014703192803294468,-0.017929743679181494,0.06439697196280902,0.1199278380878304,60,regime,0,0,low,False,2020-08-05
VOL_SCALE_1.8x,0.5369643361339279,0.975624927280358,-0.12259247987122501,-0.027308190501051273,-0.033300852581923536,0.11960427925948265,0.22274156999069553,60,regime,0,0,low,False,2020-08-05
NEG_SHOCK_-10%,-1.556898735062835,-2.6026597957576443,-0.13584302441889284,-0.017026389100160643,-0.04408572378359179,-0.3535531781891763,0.22708810163874096,60,regime,0,0,low,False,2020-08-05
CORR_INFLATE_1.3,0.5593763430818511,0.9985927317847957,-0.0642781108132281,-0.015222389242392501,-0.01681664544371936,0.06418765427094726,0.11474860362758488,60,regime,0,0,low,False,2020-08-05
WHIPSAW,-0.9035956811265482,-1.0619049692755396,-0.13737209249388815,-0.015255101356166222,-0.02974215488127145,-0.14587610765903888,0.16143958045170098,60,regime,0,0,low,False,2020-08-05
SLOW_BLEED,-0.8157952535520241,-1.3114630934393061,-0.07684443753021408,-0.014403185033402011,-0.018824468860627764,-0.10077864375697808,0.12353423646212883,60,regime,0,0,low,False,2020-08-05
CRASH_2008,-1.4787209814069566,-5.463512915598104,-0.9787501165180884,-0.36585292817503445,-0.49988695177703457,-5.347413902739725,3.616242665098205,60,regime,0,0,low,False,2020-08-05
BASE,1.1660014522608433,2.106397714947661,-0.0608639857979939,-0.012375784557672583,-0.015711048896667367,0.12820376060750124,0.10995163029936013,60,mixed,0,0,low,False,2020-08-05
REGIME_VOL,1.1660014522608435,2.10507625701156,-0.059023392119961215,-0.011993998049254889,-0.015226371220364446,0.12424874136001356,0.10655967976634918,60,mixed,0,0,low,False,2020-08-05
VOL_SCALE_1.8x,1.1660014522608433,2.1411872697483467,-0.10777514529152987,-0.02227641220381065,-0.02827988801400126,0.23076676909350222,0.19791293453884823,60,mixed,0,0,low,False,2020-08-05
NEG_SHOCK_-10%,-1.3241202877348244,-2.312061335470118,-0.12620609795940685,-0.013291971641227791,-0.042548963597695326,-0.2917962393924987,0.22036988791379009,60,mixed,0,0,low,False,2020-08-05
CORR_INFLATE_1.3,1.074417885271578,1.9198416801135652,-0.05817823050921889,-0.01285885556750529,-0.01475666587999593,0.11169299180685306,0.10395675029052658,60,mixed,0,0,low,False,2020-08-05
WHIPSAW,-0.5508138097259166,-0.6247215732065006,-0.13465065473984505,-0.015203440558608297,-0.028860323403247328,-0.08411916886236134,0.15271797361837897,60,mixed,0,0,low,False,2020-08-05
SLOW_BLEED,-0.3510463800247897,-0.5654785713880932,-0.06900651401257007,-0.012066422897636887,-0.015966202244142885,-0.03902170496030056,0.11115826050547786,60,mixed,0,0,low,False,2020-08-05
CRASH_2008,-1.4544006123303121,-5.380886052119312,-0.9787013910814585,-0.36683344557553116,-0.4998188657464498,-5.2662806644599875,3.620928525340824,60,mixed,0,0,low,False,2020-08-05
BASE,5.36845891619669,59.16068579708499,-0.011678095399429766,-0.01004588363252398,-0.01584872909707343,0.6908841326340481,0.12869319546241556,60,regime,0,0,low,False,2020-10-28
REGIME_VOL,5.3684589161966905,59.160685797085215,-0.011395792719147257,-0.00980303753662672,-0.015465606802714282,0.6741829124661822,0.12558220580438198,60,regime,0,0,low,False,2020-10-28
VOL_SCALE_1.8x,5.36845891619669,59.160685797085115,-0.021020571718973535,-0.018082590538543164,-0.028527712374732176,1.2435914387412867,0.231647751832348,60,regime,0,0,low,False,2020-10-28
NEG_SHOCK_-10%,1.215992981786069,3.0974779867577142,-0.08745312599221933,-0.010808392868981385,-0.04141223141061677,0.27088413263404826,0.2227678421598861,60,regime,0,0,low,False,2020-10-28
CORR_INFLATE_1.3,5.458351693395165,61.67444271297073,-0.010506320898791777,-0.009251348211464202,-0.014541928354639994,0.6479714863966206,0.11871193407722215,60,regime,0,0,low,False,2020-10-28
WHIPSAW,3.147127791762372,6.979105858928348,-0.06857056087664348,-0.012010600550401998,-0.02262967225169844,0.4785612031641855,0.152062844227941,60,regime,0,0,low,False,2020-10-28
SLOW_BLEED,3.8061401551668905,28.998040017028003,-0.018058415905307657,-0.011585423809787485,-0.017611566641968203,0.5236586670662464,0.1375826022474165,60,regime,0,0,low,False,2020-10-28
CRASH_2008,-1.333954671994574,-4.916058722367502,-0.9771453621679321,-0.36862809916186645,-0.4968789770351669,-4.803703980706615,3.601099858606106,60,regime,0,0,low,False,2020-10-28
BASE,5.0186343917680905,55.55611807049617,-0.008519367577619286,-0.006109018256540118,-0.012449747128598872,0.47330299102817397,0.0943091195892887,60,mixed,0,0,low,False,2020-10-28
REGIME_VOL,5.018634391768091,55.55611807049789,-0.008313423010528842,-0.005961340731333395,-0.012148790777153579,0.4618615103429344,0.0920293199880253,60,mixed,0,0,low,False,2020-10-28
VOL_SCALE_1.8x,5.0186343917680905,55.55611807049682,-0.015334861639714537,-0.01099623286177221,-0.022409544831477973,0.8519453838507133,0.1697564152607197,60,mixed,0,0,low,False,2020-10-28
NEG_SHOCK_-10%,0.2612169295546278,0.6061493027018239,-0.08793706565458947,-0.00837563985437203,-0.038972743934342365,0.053302991028173916,0.20405641823849238,60,mixed,0,0,low,False,2020-10-28
CORR_INFLATE_1.3,5.229493297666179,59.58621095820095,-0.008065647567457535,-0.005828005645675917,-0.011850943341434375,0.480601377469025,0.09190209263362246,60,mixed,0,0,low,False,2020-10-28
WHIPSAW,2.12544921405608,3.6361429101075338,-0.07177387358259613,-0.010395214680370942,-0.01980976645412892,0.2609800615583113,0.12278818982471598,60,mixed,0,0,low,False,2020-10-28
SLOW_BLEED,2.942197798827631,16.621885369652095,-0.018414128039843325,-0.007309529232077668,-0.014107271864820033,0.30607752546037215,0.10403023399117965,60,mixed,0,0,low,False,2020-10-28
CRASH_2008,-1.3934222666239426,-5.126617654073147,-0.977624605356531,-0.36922223302458995,-0.4971677813696324,-5.011907560877085,3.596833265066304,60,mixed,0,0,low,False,2020-10-28
BASE,1.4697238548640108,5.021796030351018,-0.05153046469239886,-0.019555373279775502,-0.02339736080717275,0.2587754830344319,0.17607081913926997,60,regime,0,0,low,False,2021-01-20
REGIME_VOL,1.4697238548640115,5.021820864161856,-0.05163203723512144,-0.01959401609219699,-0.023443595660984747,0.2592868418465147,0.17641874763644333,60,regime,0,0,low,False,2021-01-20
VOL_SCALE_1.8x,1.4697238548640112,5.034176763795916,-0.09252672111393123,-0.0351996719035959,-0.04211524945291095,0.4657958694619776,0.316927474450686,60,regime,0,0,low,False,2021-01-20
NEG_SHOCK_-10%,-0.530785121457875,-1.153240139829223,-0.1398013400656024,-0.019555373279775502,-0.056730694140506084,-0.16122451696556805,0.3037472424297474,60,regime,0,0,low,False,2021-01-20
CORR_INFLATE_1.3,1.4889596818807285,4.887036593766459,-0.0470370438142913,-0.01680481725097249,-0.020643156557753773,0.22987175438303786,0.15438413623979613,60,regime,0,0,low,False,2021-01-20
WHIPSAW,0.22901704350521282,0.3446692786805928,-0.1347742791071822,-0.021148370587139736,-0.02685268698173801,0.046452553564569385,0.2028344827685807,60,regime,0,0,low,False,2021-01-20
SLOW_BLEED,0.5138410785763864,1.4919226856348955,-0.06136378134612952,-0.01960808893771379,-0.024516347033314248,0.09155001746663005,0.17816796142549055,60,regime,0,0,low,False,2021-01-20
CRASH_2008,-1.4740659950741508,-5.386217093214986,-0.9785153328164673,-0.3644454335294614,-0.49619547072877307,-5.270496011589008,3.5754817146595146,60,regime,0,0,low,False,2021-01-20
BASE,0.9182290918819154,2.740298416234271,-0.05628340130584819,-0.019362388268434814,-0.02099455232537341,0.1542333154586937,0.16796823017509904,60,mixed,0,0,low,False,2021-01-20
REGIME_VOL,0.9182290918819149,2.740272278260455,-0.056395159239102544,-0.019400649728708908,-0.021036039058240922,0.15453809149099668,0.16830014737854812,60,mixed,0,0,low,False,2021-01-20
VOL_SCALE_1.8x,0.9182290918819146,2.7320783310239434,-0.10161493712429559,-0.03485229888318267,-0.037790194185672144,0.27761996782564846,0.3023428143151783,60,mixed,0,0,low,False,2021-01-20
NEG_SHOCK_-10%,-0.9017146748459623,-1.8726443245310058,-0.14192053507430802,-0.019376890278611114,-0.05432788565870675,-0.2657666845413065,0.2947347891246272,60,mixed,0,0,low,False,2021-01-20
CORR_INFLATE_1.3,1.006668434307673,2.988618885749199,-0.05000794952958176,-0.016658782368712863,-0.018794842340985052,0.14945470240170083,0.14846467546634354,60,mixed,0,0,low,False,2021-01-20
WHIPSAW,-0.29570548090172266,-0.4206998805513121,-0.13807851320291487,-0.020451867535022556,-0.027126524239514043,-0.05808961401116905,0.1964441573217747,60,mixed,0,0,low,False,2021-01-20
SLOW_BLEED,-0.07629796726223517,-0.1709222627306425,-0.07601204138973183,-0.01946596958778614,-0.021542064105994203,-0.012992150109108218,0.17028173325318563,60,mixed,0,0,low,False,2021-01-20
CRASH_2008,-1.5179506119011426,-5.526678188963777,-0.9789317364714103,-0.36612075075613726,-0.49508188628863553,-5.410240676440979,3.56417437696802,60,mixed,0,0,low,False,2021-01-20
BASE,1.5198200116063445,3.9357992400665034,-0.0490664681785703,-0.01009924909532508,-0.018811322520729624,0.19311576816996426,0.12706489366846424,60,regime,0,1,low,False,2021-04-14
REGIME_VOL,1.5198200116063445,3.943742298607213,-0.05676276173829564,-0.011706940042252544,-0.021805881089475992,0.22385770445307962,0.14729224693947643,60,regime,0,1,low,False,2021-04-14
VOL_SCALE_1.8x,1.519820011606345,3.9761588468645095,-0.08742316293023611,-0.018178648371585143,-0.03386038053731333,0.34760838270593575,0.22871680860323565,60,regime,0,1,low,False,2021-04-14
NEG_SHOCK_-10%,-1.0614691747173979,-1.7274383518116074,-0.13134143490104677,-0.01368618700280601,-0.042704676181288315,-0.22688423183003578,0.21374547394693844,60,regime,0,1,low,False,2021-04-14
CORR_INFLATE_1.3,1.6337104834192082,4.2105997410672,-0.043162316096086006,-0.00878754108679929,-0.016434607913628132,0.18173923697804037,0.11124323362220007,60,regime,0,1,low,False,2021-04-14
WHIPSAW,-0.1229251081447187,-0.16913979601148818,-0.11355790744003125,-0.019393464943424723,-0.028252148440351274,-0.019207161299898343,0.15625092049775474,60,regime,0,1,low,False,2021-04-14
SLOW_BLEED,0.20257761168940455,0.5337583009010916,-0.048505667375016714,-0.010795524153964424,-0.020248346028733724,0.02589030260216243,0.12780436291182012,60,regime,0,1,low,False,2021-04-14
CRASH_2008,-1.493554374296999,-5.468448856476787,-0.9780813187326333,-0.365009127884398,-0.49560749716447167,-5.348587668964776,3.5811134572735615,60,regime,0,1,low,False,2021-04-14
BASE,1.3516266888810877,3.3434464282651466,-0.04873470247679279,-0.01105701432133001,-0.017814492846132544,0.16294186692859744,0.12055241899927635,60,mixed,0,1,low,False,2021-04-14
REGIME_VOL,1.3516266888810886,3.3504362467305446,-0.05637488118230849,-0.012817171106915005,-0.020650366939592504,0.18888044531833406,0.1397430569195805,60,mixed,0,1,low,False,2021-04-14
VOL_SCALE_1.8x,1.3516266888810888,3.378942653801911,-0.0868009287288336,-0.019902625778394016,-0.03206608712303857,0.2932953604714756,0.21699435419869742,60,mixed,0,1,low,False,2021-04-14
NEG_SHOCK_-10%,-1.208096371097727,-1.9396337634634833,-0.13252921139730522,-0.013689089022076242,-0.042194066038831864,-0.2570581330714027,0.21277949277989217,60,mixed,0,1,low,False,2021-04-14
CORR_INFLATE_1.3,1.4916027626865207,3.6946020452182013,-0.04290815134491377,-0.009524283568341542,-0.01566781585624576,0.15852854371545053,0.1062806718257382,60,mixed,0,1,low,False,2021-04-14
WHIPSAW,-0.3258616982141938,-0.43494985463816754,-0.11353277168547382,-0.01795602285489169,-0.027783231399287442,-0.049381062541265106,0.15153994106053603,60,mixed,0,1,low,False,2021-04-14
SLOW_BLEED,-0.035409642149035414,-0.08836501934028128,-0.048476180633297394,-0.011753289379969353,-0.019251516354136643,-0.004283598639204293,0.12097266109538984,60,mixed,0,1,low,False,2021-04-14
CRASH_2008,-1.5034162463850902,-5.501670966330896,-0.978123423510876,-0.3650486963020213,-0.495607276419578,-5.381313240617965,3.5793901080669692,60,mixed,0,1,low,False,2021-04-14
BASE,-0.043954520910656866,-0.12817080505603826,-0.04477043614367582,-0.010649721840452655,-0.018229856609114126,-0.005738262843244882,0.13055000314776785,60,regime,0,0,low,False,2021-07-07
REGIME_VOL,-0.04395452091065737,-0.12774782772566776,-0.03640171783009338,-0.008630445811347238,-0.014773323845508302,-0.004650240378277138,0.10579663438328192,60,regime,0,0,low,False,2021-07-07
VOL_SCALE_1.8x,-0.04395452091065719,-0.12997150391772969,-0.07947029007511452,-0.019169499312814774,-0.03281374189640543,-0.010328873117840863,0.23499000566598213,60,regime,0,0,low,False,2021-07-07
NEG_SHOCK_-10%,-1.6864234356850683,-3.0213005546896756,-0.1409122512430655,-0.01580083780387174,-0.04849242207185214,-0.42573826284324473,0.25245039521779356,60,regime,0,0,low,False,2021-07-07
CORR_INFLATE_1.3,-0.09159610190290261,-0.2689810756424904,-0.039063320402231705,-0.009287861631518075,-0.016291907359969406,-0.010507293939959526,0.11471333082599838,60,regime,0,0,low,False,2021-07-07
WHIPSAW,-1.513954011358383,-2.0725731747486114,-0.10521278330235873,-0.014898964795512892,-0.01832102450392995,-0.21806119231310733,0.1440342247367565,60,regime,0,0,low,False,2021-07-07
SLOW_BLEED,-1.2936789200334644,-2.982757749950302,-0.05798785651095151,-0.011293533083643219,-0.0182210720563311,-0.1729637284110467,0.13369911632058792,60,regime,0,0,low,False,2021-07-07
CRASH_2008,-1.5220643651636825,-5.5773208521844415,-0.9790295334292332,-0.37247964108860765,-0.4998304790327633,-5.460361831699267,3.587471040432683,60,regime,0,0,low,False,2021-07-07
BASE,-0.021633016075731523,-0.06374021381226817,-0.044883422315821986,-0.012038703697078964,-0.017525394053474485,-0.002860878935036822,0.13224595798485217,60,mixed,0,0,low,False,2021-07-07
REGIME_VOL,-0.021633016075732106,-0.06355217923783489,-0.036480770141961716,-0.009756065130438142,-0.014202433262293533,-0.0023184324427962064,0.10717102204703768,60,mixed,0,0,low,False,2021-07-07
VOL_SCALE_1.8x,-0.021633016075731756,-0.06454253656762386,-0.07978586459289383,-0.021669666654742136,-0.031545709296254075,-0.005149582083066336,0.2380427243727339,60,mixed,0,0,low,False,2021-07-07
NEG_SHOCK_-10%,-1.6798770383510393,-3.0180674590766645,-0.1401098168509478,-0.016027343324954146,-0.0473663312130855,-0.4228608789350369,0.2517213279789308,60,mixed,0,0,low,False,2021-07-07
CORR_INFLATE_1.3,-0.07156714177267604,-0.2055262342797435,-0.040354564622575584,-0.010356309213538313,-0.015750013086400453,-0.008293921702876518,0.11589007884681368,60,mixed,0,0,low,False,2021-07-07
WHIPSAW,-1.4716602149386717,-2.0572830180302426,-0.10459611366982868,-0.015701118706844625,-0.017711017737488077,-0.21518380840489945,0.146218404371193,60,mixed,0,0,low,False,2021-07-07
SLOW_BLEED,-1.2558600432856646,-2.8175000775952808,-0.06036782247332051,-0.012682514940269531,-0.01751660950069146,-0.17008634450283866,0.13543415559097452,60,mixed,0,0,low,False,2021-07-07
CRASH_2008,-1.5161324742421645,-5.561174864890917,-0.9790596390244498,-0.37362290247184793,-0.4999767248396683,-5.444721855771945,3.5911913690084885,60,mixed,0,0,low,False,2021-07-07
BASE,1.0054529214294279,2.2093123855530648,-0.07463903255846538,-0.014624242353450926,-0.022447152744915475,0.164900939077116,0.1640066238433923,60,regime,0,1,low,False,2021-09-29
REGIME_VOL,1.005452921429428,2.205342435681196,-0.06967512365183903,-0.013627118395563168,-0.02091663969354775,0.15365750690073518,0.15282416871620802,60,regime,0,1,low,False,2021-09-29
VOL_SCALE_1.8x,1.005452921429428,2.256622893337106,-0.13153358109376767,-0.026323636236211666,-0.04040487494084785,0.2968216903388089,0.2952119229181061,60,regime,0,1,low,False,2021-09-29
NEG_SHOCK_-10%,-0.980770781556268,-2.493020335112468,-0.10232530289865271,-0.01826344702883668,-0.04930956460586214,-0.255099060922884,0.26010059202426256,60,regime,0,1,low,False,2021-09-29
CORR_INFLATE_1.3,0.9866043705868858,2.126151082060802,-0.06648842329354443,-0.012687664700283022,-0.019502951064177054,0.14136443313008612,0.1432838099490629,60,regime,0,1,low,False,2021-09-29
WHIPSAW,-0.27199407068385206,-0.3835311055827229,-0.12364574790014837,-0.019671023208725654,-0.023229750176829555,-0.04742199039274655,0.1743493535484703,60,regime,0,1,low,False,2021-09-29
SLOW_BLEED,-0.013988163109777924,-0.025559444786010917,-0.09094589143649778,-0.015195090914658368,-0.024115797375362596,-0.002324526490685708,0.16617810876546268,60,regime,0,1,low,False,2021-09-29
CRASH_2008,-1.5253550231223538,-5.535090428422977,-0.9790035927958771,-0.3576409801594032,-0.4962937789124798,-5.418873415876166,3.5525325801097125,60,regime,0,1,low,False,2021-09-29
BASE,1.0054531087815928,2.2093128132650532,-0.07463902552351154,-0.0146242417641059,-0.022447151323058172,0.1649009554587114,0.16400660957579438,60,mixed,0,1,low,False,2021-09-29
REGIME_VOL,1.0054531087815926,2.2053428631105882,-0.069675117069395,-0.013627117846401422,-0.020916638368636876,0.15365752216538497,0.15282415542141703,60,mixed,0,1,low,False,2021-09-29
VOL_SCALE_1.8x,1.0054531087815926,2.2566233243521028,-0.13153356903766855,-0.02632363517539062,-0.040404872381504704,0.2968217198256804,0.2952118972364299,60,mixed,0,1,low,False,2021-09-29
NEG_SHOCK_-10%,-0.9807707560835159,-2.4930201776045897,-0.10232530279253482,-0.018263444679357612,-0.04930956376155516,-0.25509904454128857,0.2601005820768641,60,mixed,0,1,low,False,2021-09-29
CORR_INFLATE_1.3,0.986604532598433,2.1261514456833654,-0.06648841784921744,-0.01268766379742964,-0.01950294997044067,0.14136444573131335,0.14328379919257012,60,mixed,0,1,low,False,2021-09-29
